iata_id,airline,alias,icao,callsign,country,active
C4,LionXpress,lionXpress,LIX,LIX,Cameroon,Y
C5,CommutAir,\N,UCA,COMMUTAIR,United States,Y
C6,CanJet,\N,CJA,CANJET,Canada,N
C7,Rico Linhas A,\N,RLE,RICO,Brazil,N
C7,Sky Wing Pacific,,CR7,,South Korea,Y
C8,Chicago Express,\N,WDY,WINDY CITY,United States,N
C8,Chicago Express (C8),ATA Connection,\N,,United States,N
C9,Cirrus Airlines,\N,RUS,CIRRUS AIR,Germany,Y
CA,Air China,\N,CCA,AIR CHINA,China,Y
CB,Suckling Airways,,\N,,United Kingdom,N
CB,CCML Airlines,,CCC,,Colombia,Y
CC,Air Atlanta Icelandic,\N,ABD,ATLANTA,Iceland,Y
CC,Macair Airlines,\N,MCK,,Australia,Y
CD,Alliance Air,\N,LLR,ALLIED,India,N
CD,Air India Regional,,\N,ALLIED,India,Y
CE,Nationwide Airlines,\N,NTW,NATIONWIDE,South Africa,Y
CF,City Airline,\N,SDR,SWEDESTAR,Sweden,Y
CG,Airlines PNG,\N,TOK,BALUS,Papua New Guinea,Y
CH,Bemidji Airlines,\N,BMJ,BEMIDJI,United States,Y
CI,China Airlines,\N,CAL,DYNASTY,Taiwan,Y
CJ,China Northern Airlines,\N,CBF,CHINA NORTHERN,China,N
CJ,BA CityFlyer,\N,CFE,FLYER,United Kingdom,Y
CK,China Cargo Airlines,\N,CKK,CARGO KING,China,N
CL,Lufthansa CityLine,\N,CLH,HANSALINE,Germany,Y
CM,Copa Airlines,\N,CMP,COPA,Panama,Y
CN,Islands Nationair,\N,,,Papua New Guinea,N
CN,Westward Airways,\N,WWD,WESTWARD,United States,N
CN,Canadian National Airways,,YCP,CaNational,Canada,Y
CO,Continental Airlines,\N,COA,CONTINENTAL,United States,Y
CO,Continental Express,\N,,JETLINK,United States,Y
CP,Canadian Airlines,\N,CDN,CANADIAN,Canada,Y
CP,Compass Airlines,\N,CPZ,Compass Rose,United States,Y
CQ,Sunshine Express Airlines,\N,EXL,,Australia,N
CQ,SOCHI AIR,SOCHI,KOL,SLOW FROG,Russia,Y
CR,OAG,\N,,,United Kingdom,N
CR,Air Ops,,\N,,Sweden,N
CS,Continental Micronesia,\N,CMI,AIR MIKE,United States,Y
CT,Civil Air Transport,\N,CAT,Mandarin,Taiwan,N
CT,Alitalia Cityliner,,\N,,Italy,Y
CU,Cubana de Aviación,\N,CUB,CUBANA,Cuba,Y
CV,Air Chathams,\N,CVA,CHATHAM,New Zealand,Y
CV,Cargolux,\N,CLX,CARGOLUX,Luxembourg,N
CW,Air Marshall Islands,\N,CWM,AIR MARSHALLS,Marshall Islands,Y
CX,Cathay Pacific,\N,CPA,CATHAY,Hong Kong SAR of China,Y
CY,Cyprus Airways,\N,CYP,CYPRUS,Cyprus,Y
CZ,China Southern Airlines,\N,CSN,CHINA SOUTHERN,China,Y
ЯП,Polar Airlines,,\N,,Russia,Y
АЯ,Аэросервис,,\N,,Russia,Y
D1,Domenican Airlines,Domenican,MDO,Domenican,Dominican Republic,Y
D2,Severstal Air Company,,\N,,Russia,Y
D3,Daallo Airlines,\N,DAO,DALO AIRLINES,Djibouti,Y
D4,Alidaunia,\N,LID,ALIDA,Italy,N
D5,Dauair,\N,DAU,DAUAIR,Germany,N
D5,Skyline nepc,,\N,,India,N
D5,NEPC Airlines,,\N,,India,N
D6,Interair South Africa,\N,ILN,INLINE,South Africa,Y
D7,Dinar,\N,RDN,AERO DINAR,Argentina,N
D7,AirAsia X,FlyAsianXpress,XAX,XANADU,Malaysia,Y
D8,Djibouti Airlines,\N,DJB,DJIBOUTI AIR,Djibouti,Y
D9,Aeroflot-Don,\N,DNV,DONAVIA,Russia,Y
DA,Air Georgia,\N,GRG,AIR GEORGIA,Georgia,N
DA,Dana Air,,\N,DANACO,Nigeria,Y
DB,Brit Air,\N,BZH,BRITAIR,France,Y
DC,Golden Air,\N,GAO,GOLDEN,Sweden,Y
DD,Nok Air,\N,NOK,NOK AIR,Thailand,Y
DE,Condor Flugdienst,\N,CFG,CONDOR,Germany,Y
DF,Michael Airlines,Javi,MJG,MJG,Puerto Rico,Y
DG,South East Asian Airlines,\N,SRQ,SEAIR,Philippines,Y
DH,Discovery Airways,\N,DVA,DISCOVERY AIRWAYS,United States,N
DH,Independence Air,\N,IDE,INDEPENDENCE AIR,United States,N
DH,Dennis Sky,Dennis Sky Holding,DSY,DSY,Israel,Y
DI,dba,\N,BAG,SPEEDWAY,Germany,Y
DJ,Pacific Blue,\N,PBN,BLUEBIRD,New Zealand,N
DJ,Polynesian Blue,\N,PLB,POLYBLUE,New Zealand,N
DJ,Virgin Blue,\N,VBI,BLUEY,Australia,N
DK,Eastland Air,\N,ELA,,Australia,Y
DL,Delta Air Lines,\N,DAL,DELTA,United States,Y
DM,Maersk,\N,,,Denmark,Y
DN,Voronezhskie Airlanes,,\N,,Russia,N
DN,Alinord,,\N,,Italy,N
DN,Senegal Airlines,,SGG,,Senegal,Y
DO,Dominicana de Aviaci,\N,DOA,DOMINICANA,Dominican Republic,Y
МИ,KMV,,\N,Air Minvody,Russia,Y
DP,First Choice Airways,\N,FCA,JETSET,United Kingdom,Y
DQ,Coastal Air,\N,,U.S. Virgin Islands,United States,Y
DR,Air Mediterranee,\N,BIE,MEDITERRANEE,France,Y
DS,EasyJet (DS),,\N,,Switzerland,Y
DT,TAAG Angola Airlines,\N,DTA,DTA,Angola,Y
DU,Hemus Air,\N,HMS,HEMUS AIR,Bulgaria,N
DU,Norwegian Long Haul AS,,NLH,NORSTAR,Norway,Y
DV,Lufttaxi Fluggesellschaft,,LTF,Garfield,Germany,N
DV,Nantucket Airlines,\N,ACK,ACK AIR,United States,N
DV,Scat Air,,VSV,VLASTA,Kazakhstan,Y
DW,Aero-Charter Ukraine,\N,UCR,CHARTER UKRAINE,Ukraine,N
DW,Deutsche Luftverkehrsgesellschaft,,DLT,,Germany,N
DW,Deutsche Luftverkehrsgesellschaft (DLT),,DWD,,Germany,N
DX,DAT Danish Air Transport,\N,DTR,DANISH,Denmark,Y
DY,Norwegian Air Shuttle,\N,NAX,NOR SHUTTLE,Norway,Y
DZ,Starline.kz,,\N,ALUNK,Kazakhstan,Y
E0,Eos Airlines,\N,ESS,NEW DAWN,United States,N
E1,Usa Sky Cargo,USky,ES2,USKY,United States,Y
E2,Kampuchea Airlines,\N,KMP,KAMPUCHEA,Cambodia,N
E2,Rio Grande Air,\N,GRN,GRANDE,United States,N
E2,Eagle Atlantic Airlines,,\N,,Ghana,Y
E3,Domodedovo Airlines,\N,DMO,DOMODEDOVO,Russia,Y
E4,Aero Asia International,\N,RSO,AERO ASIA,Pakistan,N
E4,Elysian Airlines,,GIE,,Cameroon,Y
E5,Samara Airlines,\N,BRZ,BERYOZA,Russia,N
E5,Air Arabia Egypt,,RBG,,Egypt,Y
E6,Bringer Air Cargo Taxi Aereo,\N,,,Brazil,N
E6,Aviaexpresscruise,,\N,,Russia,N
E7,Estafeta Carga Aerea,\N,ESF,,Mexico,N
E7,European Aviation Air Charter,\N,EAF,EUROCHARTER,United Kingdom,N
E8,Alpi Eagles,\N,ELG,ALPI EAGLES,Italy,N
E8,Alpi Eagles (E8),,\N,,Italy,N
E8,US Africa Airways,,\N,,United States,N
E8,City Airways,,GTA,CITY AIR,Thailand,Y
E9,Boston-Maine Airways,\N,CXS,CLIPPER CONNECTION,United States,N
E9,AJT Air International,,\N,,Russia,N
E9,Compagnie Africaine d\\'Aviation,,\N,AFRICOMPANY,Congo (Kinshasa),Y
EA,European Air Express,\N,EAL,STAR WING,Germany,Y
EC,Avialeasing Aviation Company,\N,TWN,TWINARROW,Uzbekistan,Y
ED,Airblue,\N,ABQ,PAKBLUE,Pakistan,Y
EE,Aero Airlines,\N,EAY,REVAL,Estonia,N
EE,Nordica,,\N,REVAL,Estonia,Y
EF,Far Eastern Air Transport,\N,EFA,Far Eastern,Taiwan,Y
EG,Japan Asia Airways,\N,JAA,ASIA,Japan,Y
EH,Air Nippon Network Co. Ltd.,\N,AKX,ALFA WING,Japan,N
EH,SAETA,\N,SET,SAETA,Ecuador,N
EH,Euro Harmony,Euro Harmony ,EHM,,Portugal,N
EI,Aer Lingus,\N,EIN,SHAMROCK,Ireland,Y
EJ,New England Airlines,\N,NEA,NEW ENGLAND,United States,Y
EK,Emirates,Emirates Airlines,UAE,EMIRATES,United Arab Emirates,Y
EL,Air Nippon,\N,ANK,ANK AIR,Japan,Y
EM,Aero Benin,\N,AEB,AEROBEN,Benin,Y
EM,Empire Airlines,\N,CFS,EMPIRE AIR,United States,N
EN,Air Dolomiti,\N,DLA,DOLOMOTI,Italy,Y
EO,Express One International,\N,LHN,LONGHORN,United States,Y
EO,Hewa Bora Airways,\N,ALX,ALLCONGO,Democratic Republic of the Congo,N
EP,Iran Aseman Airlines,\N,IRC,,Iran,Y
EQ,TAME,\N,TAE,TAME,Ecuador,Y
ER,Astar Air Cargo,\N,DHL,DAHL,United States,N
ER,Fly Europa,,RWW,,Spain,Y
ES,DHL International,\N,DHX,DILMUN,Bahrain,N
ES,EuropeSky,,EUV,EuropeSky,Germany,Y
ET,Ethiopian Airlines,\N,ETH,ETHIOPIAN,Ethiopia,Y
EU,Empresa Ecuatoriana De Aviacion,\N,EEA,ECUATORIANA,Ecuador,Y
EV,Atlantic Southeast Airlines,\N,ASQ,ACEY,United States,Y
EW,Eurowings,\N,EWG,EUROWINGS,Germany,Y
EX,Air Santo Domingo,\N,SDO,AERO DOMINGO,Dominican Republic,N
EX,Wings of England,,"..,",,United Kingdom,N
EX,Europe Jet,Europe Jet,EU9,,France,Y
EY,Etihad Airways,\N,ETD,ETIHAD,United Arab Emirates,Y
EZ,Evergreen International Airlines,\N,EIA,EVERGREEN,United States,Y
EZ,Sun Air of Scandinavia,\N,SUS,SUNSCAN,Denmark,N
F1,Fly Brasil,Fly Brasil,FBL,FBL,Brazil,Y
F2,Fly Air,\N,FLM,FLY WORLD,Turkey,N
F3,Faso Airways,\N,FSW,FASO,Burkina Faso,N
F4,Albarka Air,\N,NBK,AL-AIR,Nigeria,N
F4,International Flying Service,IFS,\N,,Italy,N
F5,Cosmic Air,\N,COZ,COSMIC AIR,Nepal,N
F5,Global Freightways,,GF5,Freight,United States,N
F5,Fly One,Fly One,FI5,,Moldova,Y
F6,Faroejet,\N,RCK,ROCKROSE,Faroe Islands,N
F7,Flybaboo,\N,BBO,BABOO,Switzerland,Y
F8,Air2there,,\N,,New Zealand,Y
F9,Frontier Airlines,\N,FFT,FRONTIER FLIGHT,United States,Y
FA,Safair,\N,SFR,CARGO,South Africa,N
FA,Epic Holiday,Epic Holidays,4AA,Epic,United States,Y
FB,Bulgaria Air,\N,LZB,FLYING BULGARIA,Bulgaria,Y
FC,Finncomm Airlines,\N,WBA,WESTBIRD,Finland,Y
FD,Thai AirAsia,Thai Air Asia,AIQ,THAI ASIA,Thailand,Y
FE,Primaris Airlines,\N,WCP,WHITECAP,United States,N
FF,Airshop,\N,,,Netherlands,N
FF,Tower Air,\N,TOW,TEE AIR,United States,N
FF,Fly France,Fly France,FRF,,France,Y
FG,Ariana Afghan Airlines,\N,AFG,ARIANA,Afghanistan,Y
FH,Futura International Airways,\N,FUA,FUTURA,Spain,N
FH,FlyHigh Airlines Ireland (FH),,FHI,FLYHIRELAND,Ireland,Y
FI,Icelandair,\N,ICE,ICEAIR,Iceland,Y
FJ,Air Pacific,\N,FJI,PACIFIC,Fiji,Y
FK,Africa West,\N,WTA,WEST TOGO,Togo,Y
FL,AirTran Airways,\N,TRS,CITRUS,United States,Y
FM,Shanghai Airlines,\N,CSH,SHANGHAI AIR,China,Y
FN,Regional Airlines,\N,,,Morocco,Y
FO,Airlines Of Tasmania,\N,ATM,AIRTAS,Australia,Y
FP,Freedom Air,\N,FRE,FREEDOM,United States,Y
FQ,Thomas Cook Airlines,\N,TCW,THOMAS COOK,Belgium,Y
FR,Ryanair,\N,RYR,RYANAIR,Ireland,Y
FS,Servicios de Transportes A,\N,STU,FUEGUINO,Argentina,Y
FT,Siem Reap Airways,\N,SRH,SIEMREAP AIR,Cambodia,Y
FU,Felix Airways,,FXX,,Yemen,Y
FV,Rossiya-Russian Airlines,Pulkovo Aviation Enterprise,SDM,PULKOVO,Russia,Y
FW,Ibex Airlines,\N,IBX,IBEX,Japan,Y
FX,Federal Express,\N,FDX,FEDEX,United States,N
FX,FOX Linhas Aereas,,FOX,,Brazil,Y
FY,Firefly,\N,FFM,FIREFLY,Malaysia,Y
FY,Northwest Regional Airlines,\N,NWR,,Australia,N
FZ,Fly Dubai,,FDB,,United Arab Emirates,Y
G0,Ghana International Airlines,\N,GHB,GHANA AIRLINES,Ghana,Y
G1,Gorkha Airlines,\N,IKA,GORKHA AIRLINES,Nepal,N
G1,Indya Airline Group,Indya1,IG1,Indya1,India,Y
G2,Avirex,\N,VXG,AVIREX-GABON,Gabon,N
G3,City Connexion Airlines,\N,CIX,CONNEXION,Burundi,Y
G3,Gol Transportes Aéreos,\N,GLO,GOL TRANSPORTE,Brazil,Y
G3,Sky Express,\N,SEH,AIR CRETE,Greece,Y
G4,Allegiant Air,\N,AAY,ALLEGIANT,United States,Y
G5,Huaxia,HUAXIA,\N,,China,Y
G6,Guine Bissaur Airlines,\N,BSR,BISSAU AIRLINES,Guinea-Bissau,N
G6,Air Volga,,\N,GOUMRAK,Russia,Y
G7,Gandalf Airlines,\N,GNF,Gandalf,Italy,N
G7,GoJet Airlines,\N,GJS,GATEWAY,United States,Y
G8,Air Service Gabon,\N,AGB,,Gabon,N
G8,Enkor JSC,\N,ENK,ENKOR,Russia]],N
G8,Go Air,\N,GOW,GOAIR,India,Y
G8,Gujarat Airways,\N,GUJ,GUJARATAIR,India,N
G9,Air Arabia,\N,ABY,ARABIA,United Arab Emirates,Y
GA,Garuda Indonesia,\N,GIA,INDONESIA,Indonesia,Y
GB,Airborne Express,\N,ABX,ABEX,United States,N
GB,ABX Air,\N,ABX,ABEX,United States,N
GB,BRAZIL AIR,BRAZIL AIR,BZE,BRAZIL AIR,Brazil,Y
GC,Gambia International Airlines,\N,GNR,GAMBIA INTERNATIONAL,Gambia,N
GC,Lina Congo,,\N,,Congo (Brazzaville),N
GD,Air Alpha Greenland,\N,AHA,AIR ALPHA,Denmark,N
GD,GoDutch,,GOD,,Netherlands,N
GE,TransAsia Airways,\N,TNA,TransAsia,Taiwan,Y
GF,Gulf Air Bahrain,\N,GBA,GULF BAHRAIN,Bahrain,Y
GG,Air Guyane,\N,GUY,GREEN BIRD,French Guiana,Y
GG,Air Comores International,\N,HAH,AIR COMORES,Comoros,N
GG,Cargo 360,\N,GGC,LONG-HAUL,United States,N
GH,Globus,,GLP,,Russia,Y
GI,Itek Air,\N,IKA,ITEK-AIR,Kyrgyzstan,Y
GJ,Compania Mexicargo,\N,MXC,MEXICARGO,Mexico,N
GJ,Eurofly Service,\N,EEU,EUROFLY,Italy,Y
GK,Go One Airways,\N,,,United Kingdom,N
GK,Genesis,,\N,,Pakistan,Y
GL,Air Greenland,\N,GRL,GREENLAND,Denmark,Y
GL,Miami Air International,\N,BSK,BISCAYNE,United States,N
GM,Air Slovakia,\N,SVK,SLOVAKIA,Slovakia,N
GM,Flitestar,,===,,South Africa,N
GM,German International Air Lines,Germanair,GER,,Germany,Y
GN,Air Gabon,\N,AGN,GOLF NOVEMBER,Gabon,N
GN,GNB Linhas Aereas,,\N,,Brazil,Y
GO,Kuzu Airlines Cargo,\N,KZU,KUZU CARGO,Turkey,Y
GP,Gestair,\N,GES,GESTAIR,Spain,N
GP,Palau Trans Pacific Airline,\N,PTP,TRANS PACIFIC,Palau,N
GP,Gadair European Airlines,,GDR,GADAIR,Spain,Y
GQ,Big Sky Airlines,\N,BSY,BIG SKY,United States,N
GR,Aurigny Air Services,\N,AUR,AYLINE,United Kingdom,Y
GR,Gemini Air Cargo,\N,GCO,GEMINI,United States,N
GS,Air Foyle,\N,UPA,FOYLE,United Kingdom,Y
GS,Grant Aviation,\N,GUN,HOOT,United States,N
GT,GB Airways,\N,GBL,GEEBEE AIRWAYS,United Kingdom,Y
GU,Gulisano airways,,GU1,,Italy,N
GV,Aero Flight,\N,ARF,Aero Fox,Germany,Y
GW,Kuban Airlines,\N,KIL,AIR KUBAN,Russia,Y
GX,Jetx Airlines,\N,JXX,JETBIRD,Iceland,N
GX,Pacificair,\N,,,Philippines,N
GX,GREAT LAKES (GX),,\N,,Canada,N
GX,GermanXL,,GXG,,Germany,Y
GY,Guyana Airways 2000,\N,,,,N
GY,Tri-MG Intra Asia Airlines,\N,TMG,TRILINES,Indonesia,N
GY,Gabon Airlines,\N,GBK,GABON AIRLINES,Gabon,Y
GZ,Air Rarotonga,\N,RAR,,Cook Islands,Y
H1,Hankook Air US,,HA1,,United States,Y
H2,Sky Airline,\N,SKU,AEROSKY,Chile,Y
H3,THREE,,T33,,China,N
H3,Harbour Air (Priv),,\N,,Canada,Y
H4,Héli Sécurité Helicopter Airlines,\N,,,France,N
H4,Inter Islands Airlines,\N,IIN,,Cape Verde,N
H5,Hola Airlines,\N,HOA,HOLA,Spain,N
H5,Mavial Magadan Airlines,\N,MVL,Mavial,Russia,N
H5,I-Fly,,RSY,RUSSIAN SKY,Russia,Y
H6,Hageland Aviation Services,\N,HAG,HAGELAND,United States,Y
H7,Eagle Air,\N,,,Uganda,Y
H8,Dalavia,\N,KHB,DALAVIA,Russia,Y
H9,Air D'Ayiti,\N,HAD,HAITI AVIA,Haiti,N
H9,Izair,\N,IZM,IZMIR,Turkey,N
H9,PEGASUS AIRLINES-,,\N,,Turkey,Y
HA,Hawaiian Airlines,\N,HAL,HAWAIIAN,United States,Y
HB,Harbor Airlines,\N,HAR,HARBOR,United States,N
HC,Aero-Tropics Air Services,\N,ATI,,Australia,N
HC,Himalayan Airlines,Himalaya,HYM,Himalayan,Nepal,Y
HD,Hokkaido International Airlines,\N,ADO,AIR DO,Japan,Y
HE,Luftfahrtgesellschaft Walter,\N,LGW,WALTER,Germany,Y
HF,Hapagfly,\N,HLF,HAPAG LLOYD,Germany,Y
HG,Niki,\N,NLY,FLYNIKI,Austria,Y
HH,Hope Air,\N,,HOPE AIR,Canada,N
HH,Air Hamburg (AHO),,AHO,Air Hamburg,Germany,Y
HI,Papillon Grand Canyon Helicopters,,\N,,United States,Y
HJ,Asian Express Airlines,\N,AXF,FREIGHTEXPRESS,Australia,N
HK,Four Star Aviation / Four Star Cargo,\N,FSC,FOUR STAR,United States,N
HK,Yangon Airways,,\N,Hotel Kilo,Burma,Y
HM,Air Seychelles,\N,SEY,SEYCHELLES,Seychelles,Y
HN,Heavylift Cargo Airlines,\N,HVY,HEAVY CARGO,Australia,N
HN,Hankook Airline,,HNX,HNX,South Korea,Y
HO,Antinea Airlines,\N,DJA,ANTINEA,Algeria,N
HO,Juneyao Airlines,\N,DKH,JUNEYAO AIRLINES,China,Y
HP,America West Airlines,\N,AWE,CACTUS,United States,Y
HP,Hawaiian Pacific Airlines,\N,,,United States,N
HP,Pearl Airways,\N,HPA,PEARL AIRWAYS,Haiti,N
HP,Phoenix Airways,\N,,,Switzerland,N
HQ,Harmony Airways,\N,HMY,HARMONY,Canada,N
HQ,HQ- Business Express,,\N,BizEx,United States,N
HR,China United Airlines,\N,CUA,LIANHANG,China,Y
HR,Hahn Air,\N,HHN,ROOSTER,Germany,N
HT,Aeromist-Kharkiv,\N,AHW,AEROMIST,Ukraine,N
HT,Hellenic Imperial Airways,,IMP,IMPERIAL,Greece,Y
HU,Hainan Airlines,\N,CHH,HAINAN,China,Y
HV,Transavia Holland,\N,TRA,TRANSAVIA,Netherlands,Y
HW,Hello,\N,FHE,FLYHELLO,Switzerland,Y
HW,North-Wright Airways,\N,NWL,NORTHWRIGHT,Canada,N
HX,Hong Kong Airlines,\N,CRK,BAUHINIA,Hong Kong SAR of China,Y
HY,Uzbekistan Airways,\N,UZB,UZBEK,Uzbekistan,Y
HZ,Sat Airlines,\N,SOZ,SATCO,Kazakhstan,Y
I2,Iberia Express,,IBS,,Spain,Y
I3,ATA Airlines (Iran),هواپیمایی آتا,\N,ATALAR,Iran,Y
I4,Interstate Airline,\N,FWA,FREEWAYAIR,Netherlands,N
I4,International AirLink,,\N,,Jamaica,Y
I5,Indonesia Sky,,IDS,,Indonesia,Y
I6,Sky Eyes,\N,SEQ,SKY EYES,Thailand,N
I6,MexicanaLink,,MXI,LINK,Mexico,Y
I7,Paramount Airways,\N,PMW,PARAWAY,India,Y
I8,IzAvia,,\N,,Russia,Y
I9,Air Italy,\N,AEY,AIR ITALY,Italy,Y
I9,Indigo,\N,IBU,INDIGO BLUE,United States,Y
IA,Iraqi Airways,\N,IAW,IRAQI,Iraq,Y
IB,Iberia Airlines,\N,IBE,IBERIA,Spain,Y
IC,Indian Airlines,\N,IAC,INDAIR,India,Y
ID,Interlink Airlines,\N,ITK,INTERLINK,South Africa,Y
IE,Solomon Airlines,\N,SOL,SOLOMON,Solomon Islands,Y
IF,Islas Airways,\N,ISW,PINTADERA,Spain,Y
IG,Meridiana,\N,ISS,MERAIR,Italy,Y
IH,Falcon Aviation,\N,,,Sweden,N
IH,Falcon Air (IH),,\N,,Sweden,N
II,IBC Airways,\N,CSQ,CHASQUI,United States,N
II,LSM International ,Moskva-air,UWW,moose,Russia,Y
IJ,Great Wall Airlines,\N,GWL,GREAT WALL,China,N
IJ,InteliJet Airways,\N,IJT,INTELIJET,Colombia,N
IJ,Transport Aérien Transrégional,TAT,\N,,France,N
IJ,AirLiberté,,\N,,France,N
IJ,T.A.T,,\N,,France,N
IJ,Spring Airlines Japan,,SJO,,Japan,Y
IK,Imair Airlines,\N,ITX,IMPROTEX,Azerbaijan,Y
IK,Lankair,\N,LKN,Lankair,Sri Lanka,N
IL,Illinois Airways,,ILW,,United States,N
IL,Fly Illi,,ILY,,United States,N
IM,Menajet,\N,MNJ,MENAJET,Lebanon,N
IN,MAT Macedonian Airlines,\N,MAK,MAKAVIO,Macedonia,Y
IO,Indonesian Airlines,\N,IAA,INDO LINES,Indonesia,Y
IP,Atyrau Air Ways,\N,JOL,EDIL,Kazakhstan,N
IP,Island Spirit,,ISX,,Iceland,Y
IQ,Augsburg Airways,\N,AUB,AUGSBURG-AIR,Germany,Y
IR,Iran Air,\N,IRA,IRANAIR,Iran,Y
IS,Island Airlines,\N,,,United States,Y
IT,Kingfisher Airlines,\N,KFR,KINGFISHER,India,Y
IV,Wind Jet,\N,JET,GHIBLI,Italy,Y
IW,AOM French Airlines,\N,AOM,French Lines,France,N
IW,Wings Air,\N,WON,WINGS ABADI,Indonesia,Y
IX,Air India Express,\N,AXB,EXPRESS INDIA,India,Y
IY,Yemenia,\N,IYE,YEMENI,Yemen,Y
IZ,Arkia Israel Airlines,\N,AIZ,ARKIA,Israel,Y
J1,OneJet,,\N,,United States,Y
J2,Azerbaijan Airlines,\N,AHY,AZAL,Azerbaijan,Y
J3,Northwestern Air,\N,PLR,POLARIS,Canada,Y
J4,Buffalo Airways,\N,BFL,BUFFALO,Canada,N
J4,ALAK,,\N,,Russia,Y
J5,Alaska Seaplane Service,,\N,,United States,Y
J6,AVCOM,\N,AOC,AERO AVCOM,Russia,N
J7,Centre-Avia,\N,CVC,AVIACENTRE,Russia,N
J7,ValueJet,,VJA,CRITTER,United States,N
J7,Denim Air ,FlyNonstop,\N,DNM,Norway,Y
J8,Berjaya Air,\N,BVT,BERJAYA,Malaysia,Y
J9,Guinee Airlines,\N,GIF,GUINEE AIRLINES,Guinea,N
J9,Jazeera Airways,\N,JZR,JAZEERA,Kuwait,Y
JA,Air Bosna,\N,BON,AIR BOSNA,Bosnia and Herzegovina,Y
JA,B&H Airlines,\N,BON,Air Bosna,Bosnia and Herzegovina,N
JB,Helijet,\N,JBA,HELIJET,Canada,Y
JC,JAL Express,\N,JEX,JANEX,Japan,Y
JD,Japan Air System,,JAS,Air System,Japan,Y
